timestamp,price,market_cap,volume
2024-09-19 19:27:13,63326.74969222064,1251173402994.9827,48107577513.225716
2024-09-19 20:29:06,63209.279258654795,1248607691592.6858,46224613246.961624
2024-09-19 21:21:18,63107.859689652665,1245718740975.786,46245353497.263626
2024-09-19 22:18:53,62816.818926782136,1239480485607.1428,45021760407.68042
2024-09-19 23:28:20,63030.91416557856,1245744627966.62,45287343809.70659
2024-09-20 00:29:25,62859.881298503366,1241702211451.355,39077675638.63412
2024-09-20 01:26:04,62723.21042425194,1240211847184.6035,40212989881.93806
2024-09-20 02:24:56,62940.13098404887,1243864925733.482,35616365378.36382
2024-09-20 03:13:10,63221.25952578169,1249556588262.478,33147195166.85499
2024-09-20 04:08:57,63938.06737730212,1262842242317.1887,40392014530.54637
2024-09-20 05:15:41,63845.79784800136,1261541837333.6072,42042795850.60663
2024-09-20 06:17:55,63663.26751820861,1259628999236.994,43239621616.55944
2024-09-20 07:04:12,63794.65043498434,1260881473306.7195,42934932694.623634
2024-09-20 08:24:50,63445.26790940719,1253134051965.9905,39417654641.09516
2024-09-20 09:23:42,63450.98627177792,1253613318938.966,43963967199.54622
2024-09-20 10:10:24,63535.939453794286,1255473355648.1792,41500429177.40335
2024-09-20 11:12:56,63605.91777446032,1257917297111.1145,43635407736.744606
2024-09-20 12:13:06,63560.955692456606,1253496123048.4878,43349164880.75726
2024-09-20 13:20:08,62858.48915175016,1242277162191.397,41287759529.18795
2024-09-20 14:31:17,63176.27748140863,1247270601896.4102,37251561640.97906
2024-09-20 15:36:06,63035.96190672631,1241802615541.395,40759342788.60495
2024-09-20 16:32:35,62963.619087084044,1246877524711.768,38647969132.75155
2024-09-20 17:20:19,62977.99362070827,1243038062982.4832,38884763766.97505
2024-09-20 18:12:17,62340.31538268507,1239023876243.793,38398191666.23529
2024-09-20 19:14:30,62898.995521616875,1241952391462.8792,37144383449.7864
2024-09-20 20:13:51,62741.96191420676,1239610028143.7678,37354389476.7856
2024-09-20 21:23:56,63275.835641788275,1250252330044.5093,35774203418.71742
2024-09-20 22:22:39,63218.74334629486,1248681648830.462,36694879899.39614
2024-09-20 23:07:58,63133.41577914984,1247288600541.1482,35604442333.07356
2024-09-21 00:14:19,63112.814854791555,1248968240963.5361,35836906510.96763
2024-09-21 01:27:17,63137.69335249423,1246810021569.3733,35836207324.158806
2024-09-21 02:09:32,62927.858786150224,1243252868754.7776,32012051136.45076
2024-09-21 03:26:24,62901.80988214561,1243884117732.6191,33895194041.07216
2024-09-21 04:24:57,62903.375684484614,1242202282733.7893,30923932239.554836
2024-09-21 05:09:47,62814.00849523848,1241775993693.472,27904210648.034645
2024-09-21 06:03:13,62913.746842802204,1243027026021.992,26233307692.25497
2024-09-21 07:06:33,63014.15616462684,1245170228220.3052,28157319382.523975
2024-09-21 08:27:18,63062.570729513565,1245626670555.0603,23899478942.33449
2024-09-21 09:08:55,63034.28908934001,1245286701706.2776,23950952204.76665
2024-09-21 10:29:44,63016.36348613192,1244839876661.4766,25563917505.57575
2024-09-21 11:26:21,63073.66137369207,1246306269788.0952,21419766303.058857
2024-09-21 12:05:12,63095.753063338765,1246577429511.4941,23779634539.061863
2024-09-21 13:01:22,63163.604253392645,1247095543442.7456,23758734310.070568
2024-09-21 14:05:31,63180.17536879339,1247911926473.3413,15189011354.14499
2024-09-21 15:31:16,63195.459726426394,1248541219245.3875,17958084485.662403
2024-09-21 16:10:25,63211.867421926196,1248449664176.8582,16276154164.955776
2024-09-21 17:18:36,63327.035565487575,1249938723750.5193,17402624888.582146
2024-09-21 18:28:53,63281.38889027068,1249839197045.525,15592685208.910091
2024-09-21 19:05:27,63276.43505382544,1250028084757.7715,14905289300.927704
2024-09-21 20:00:20,63195.69319932743,1248454971099.5378,14584504560.995872
2024-09-21 21:22:42,63153.94261495951,1247508882542.2441,11652518838.58034
2024-09-21 22:15:36,63135.94706839281,1247108310266.5046,13537329775.804031
2024-09-21 23:03:08,63245.85509990384,1249518705655.434,11471902385.262539
2024-09-22 00:09:13,63404.0397412204,1251979674804.3489,12275160396.676826
2024-09-22 01:12:28,63221.03626631864,1248597221910.3123,13748488838.197155
2024-09-22 02:12:33,62994.183303289064,1244979574607.7651,12298056278.061367
2024-09-22 03:20:31,63172.702042744386,1247214011963.821,13669799709.754929
2024-09-22 04:27:33,63128.63365328686,1247393998726.579,13840366234.87289
2024-09-22 05:00:52,63143.39093156379,1247859707142.7854,13641576098.10314
2024-09-22 06:01:19,62950.492870246606,1243603211557.5513,13447296799.871477
2024-09-22 07:01:02,62872.55269458728,1241950074715.5432,12177631017.45968
2024-09-22 08:10:49,63029.7759254394,1245143724754.1582,13657255959.62786
2024-09-22 09:14:41,62849.84372885954,1244251365570.8542,13785484627.44775
2024-09-22 10:23:41,62720.62608203571,1239199608313.448,13891832856.905901
2024-09-22 11:08:53,62630.55580520489,1237817291204.223,12922907850.122269
2024-09-22 12:23:24,62884.44002271679,1242577961291.8535,14724575285.066236
2024-09-22 13:09:57,62812.42354825584,1240667637910.4377,14423309920.940268
2024-09-22 14:18:18,62700.898433980416,1238528580356.5317,14658343788.673237
2024-09-22 15:14:59,62629.676874796736,1237412649756.7354,14052456512.877844
2024-09-22 16:15:57,62591.27215225804,1236825302537.5603,14507799726.395023
2024-09-22 17:05:32,62784.84428558446,1240799597976.992,14953423831.077665
2024-09-22 18:25:29,62924.27314216407,1241840820655.6287,15798513605.42143
2024-09-22 19:13:50,62898.99272469967,1244060401456.7825,14737544466.946909
2024-09-22 20:10:50,63238.25175392767,1248040689782.629,15890602937.930117
2024-09-22 21:25:17,63304.5401448964,1250446198905.966,15300207131.565077
2024-09-22 22:04:11,62734.546819803894,1243860106098.8342,17101350502.358227
2024-09-22 23:10:33,63849.17256282697,1261931430121.0742,18724886004.924908
2024-09-23 00:10:43,63458.9142356631,1257575160313.6187,20807652606.501373
2024-09-23 01:20:42,63776.94859257198,1260581652957.899,22196005925.971027
2024-09-23 02:02:20,63820.0405246694,1260563265350.9224,22791512373.07826
2024-09-23 03:22:08,64501.15829950209,1273504106880.1143,24474984657.611523
2024-09-23 04:01:39,64306.459582669086,1270178837735.001,26133038418.771843
2024-09-23 05:25:59,63792.9532888288,1260107917581.2002,27840620740.84375
2024-09-23 06:19:25,63651.56887446489,1257558538859.104,24311062020.867054
2024-09-23 07:07:35,63624.815594830434,1256667797286.5815,26880011089.550137
2024-09-23 08:09:20,63439.76687029365,1254003397086.7576,29410309561.444077
2024-09-23 09:09:05,63556.53491966304,1255204558124.104,29780934571.358555
2024-09-23 10:01:02,63638.03054249659,1257179875816.381,27901665549.637505
2024-09-23 11:12:15,63418.90810348824,1253287991663.3079,30356558862.80341
2024-09-23 12:19:48,63342.77255777203,1250935375099.1794,30974005647.04036
2024-09-23 13:07:21,63365.70408770886,1251598679165.2354,31417865709.125828
2024-09-23 14:09:14,63256.27299901569,1250297062781.9475,32236053350.181057
2024-09-23 15:10:43,63178.5404933955,1248571376109.2346,34053381953.916393
2024-09-23 16:12:35,63579.928590958574,1260537314675.1667,22112959037.081467
2024-09-23 17:22:00,63211.27843149886,1248386404164.669,32560259820.82313
2024-09-23 18:25:23,63412.95660391257,1253019412379.8193,31813214403.020454
2024-09-23 19:14:01,63379.45064316519,1251429101309.6748,35903922942.92079
2024-09-23 20:14:39,63377.9661035729,1250488326543.8281,35872666097.568115
2024-09-23 21:28:09,63425.84478353017,1253943741269.5623,36010430553.44537
2024-09-23 22:19:31,63277.13975480292,1249905864250.0024,35153416850.5561
2024-09-23 23:02:40,63270.97049959894,1250462405871.424,33319574238.626705
2024-09-24 00:22:29,63293.02227584865,1250315118570.6267,32079788893.051517
2024-09-24 01:04:36,62916.27331139424,1244095568560.0547,31976605171.345013
2024-09-24 02:01:33,62932.24332229067,1244273939382.5962,31128542679.440628
2024-09-24 03:14:41,63058.87304547308,1246204003220.2056,30766609706.68481
2024-09-24 04:19:37,63062.21063151522,1246017885284.4211,28911291205.993977
2024-09-24 05:19:55,63156.44736973828,1247949938825.9773,24839182421.356323
2024-09-24 06:19:01,63286.2928040735,1250043565486.367,28198713800.51954
2024-09-24 07:12:40,63409.31637361686,1252797087575.659,26900143195.728
2024-09-24 08:07:50,63632.35809448501,1255988406384.1257,27145277861.1461
2024-09-24 09:05:32,63869.96763625674,1262760325849.7979,25550975157.632607
2024-09-24 10:09:42,63585.918945046295,1254950246810.535,24260855100.615303
2024-09-24 11:19:56,63411.43309603601,1252754642084.7974,23735840748.752644
2024-09-24 12:27:50,63659.06812557422,1257923769979.614,28123441028.893356
2024-09-24 13:04:50,63443.50486853077,1253537388331.5132,24409586430.34874
2024-09-24 14:02:38,63486.36710004105,1256324503258.307,27878259494.72399
2024-09-24 15:13:14,63280.81184745907,1250321765955.2732,28597944160.088787
2024-09-24 16:04:46,63187.87136572216,1249174942596.5217,28647208043.993217
2024-09-24 17:03:59,63280.72061497188,1250840844313.0266,27131930160.385567
2024-09-24 18:00:46,63913.55325981623,1263752522578.1394,13658241796.568977
2024-09-24 19:24:45,63796.65187679873,1260630660012.627,29243266052.295628
2024-09-24 20:04:56,64313.83296170882,1270498787834.7844,26216961794.120087
2024-09-24 21:07:16,64262.188119867395,1270041919936.5774,31009535855.077877
2024-09-24 22:18:27,64500.5097419534,1271957563781.4688,30989128274.28554
2024-09-24 23:27:12,64470.556436023886,1274024534424.4568,31610414074.036438
2024-09-25 00:31:18,64130.604526076364,1267007169905.2595,28114214875.225956
2024-09-25 01:25:50,64109.68604562235,1266859406325.2974,31178572344.656853
2024-09-25 02:26:44,64481.86159714476,1272355092705.6648,31889797286.941673
2024-09-25 03:01:43,64422.42516647876,1273427562925.216,28635261492.913174
2024-09-25 04:01:04,64468.16327732497,1273606051421.845,30799497435.718185
2024-09-25 05:04:33,64169.49665558019,1268053450233.2854,30959782771.89146
2024-09-25 06:08:21,64101.884913661226,1268100024568.104,30725658269.559715
2024-09-25 07:11:44,63826.695542602756,1260734302466.3179,29987986156.944366
2024-09-25 08:17:05,63829.56074077468,1261150879783.071,28503174721.914413
2024-09-25 09:29:29,63720.9499132722,1258716495992.9556,28606337753.054638
2024-09-25 10:13:04,63513.596264426225,1255003381438.968,30428473294.938
2024-09-25 11:21:54,63569.073692051796,1256138811420.8848,30386969872.60063
2024-09-25 12:20:42,63758.85574568504,1259694574252.3574,28523662732.13175
2024-09-25 13:23:25,63545.47680207279,1255093071499.4211,27632789293.725327
2024-09-25 14:15:47,63717.64211146071,1259025861323.4614,29407739975.61546
2024-09-25 15:06:20,63984.639852140775,1263329129722.3142,25018431626.66714
2024-09-25 16:22:02,63548.72429007291,1256986831957.713,26384169661.21904
2024-09-25 17:19:06,63401.15911142987,1252735600668.127,27743596139.236862
2024-09-25 18:19:01,63210.56613653398,1249454311959.342,27962271440.621635
2024-09-25 19:04:55,63339.70358428479,1251054853685.572,27143611019.4673
2024-09-25 20:26:19,63327.78550657698,1250709428151.6309,26711731892.349094
2024-09-25 21:11:11,63484.87451909205,1254201644105.1443,25222168886.47433
2024-09-25 22:14:55,63459.84804425882,1254302150384.0679,25946099729.66387
2024-09-25 23:14:28,63149.826766914484,1247382006369.4727,25187698262.642834
2024-09-26 00:01:40,63146.20550375649,1247743205380.7854,24649605786.478275
2024-09-26 01:23:34,62872.963592621585,1242321680498.9846,25159770263.868805
2024-09-26 02:08:48,63107.034437457965,1248056860664.6213,23570498714.18807
2024-09-26 03:11:48,63355.715168777795,1251876539899.8467,22022909945.21453
2024-09-26 04:09:08,63476.86246501799,1254488448044.469,22812351479.983612
2024-09-26 05:02:20,63419.36452917887,1251578556925.0986,25446007881.38661
2024-09-26 06:23:18,63759.106213995015,1259968775944.5715,25906877323.03176
2024-09-26 07:18:58,63682.8261234965,1258320379565.4502,24965330005.799763
2024-09-26 08:24:10,63769.852521841574,1260030368843.9453,25414663990.04529
2024-09-26 09:21:06,63627.59128573844,1256745498254.0144,25078864979.82871
2024-09-26 10:19:46,63890.3278883831,1262511874272.9304,25163236137.313366
2024-09-26 11:20:28,64329.51167119158,1271403852602.9614,26605611429.15853
2024-09-26 12:15:27,64345.08693505475,1272009250334.8489,26977737790.92475
2024-09-26 13:23:15,64417.49599534962,1273659878243.7014,28570785023.44476
2024-09-26 14:22:55,64966.42607826345,1282245717798.4368,29921092809.087833
2024-09-26 15:07:30,64606.33879645024,1272443459348.1519,30989686644.755356
